Time,T107_C_Avg,SHF_Avg,PSPWatt_UP_Avg,PIRWatt_UP_Avg,PSPWatt_DOWN_Avg,PIRWatt_DOWN_Avg
01/05 09:29:54,17.26366666666667,-11.43033333333333,132.31000000000003,412.2533333333333,20.513333333333335,413.9533333333333
01/05 09:59:54,17.504000000000005,-12.380333333333335,137.35333333333335,415.9466666666666,20.828999999999997,417.8066666666666
01/05 10:29:53,17.784666666666666,-16.187333333333335,188.54333333333338,421.4933333333334,28.636000000000003,423.0466666666667
01/05 10:59:53,18.05666666666667,-17.312333333333335,221.9433333333333,428.29333333333324,33.789,429.3233333333333
01/05 11:29:53,18.35333333333334,-20.73066666666666,247.96999999999997,435.03999999999996,37.10933333333334,435.47333333333324
01/05 11:59:53,18.537666666666667,-18.01533333333333,206.77666666666667,434.42333333333335,30.38,435.1366666666666
01/05 12:29:53,18.865666666666662,-24.355999999999995,373.0699999999999,441.21,56.62766666666668,442.3733333333332
01/05 12:59:53,19.2,-26.999333333333336,445.6433333333334,448.83000000000004,66.08966666666667,448.9799999999999
01/05 13:29:52,19.332666666666665,-18.805333333333337,378.53,454.15666666666664,45.22266666666666,454.03666666666675
01/05 13:59:52,19.376666666666672,-15.727666666666668,271.6766666666667,454.45666666666665,37.807333333333325,453.96333333333325
01/05 14:29:52,19.395666666666664,-11.723966666666666,128.21666666666664,443.59000000000003,16.639666666666667,444.2833333333332
01/05 14:59:52,19.282333333333334,-8.394699999999998,134.35666666666665,431.6700000000001,19.796333333333337,432.5966666666667
01/05 15:29:52,19.278666666666666,-7.465466666666668,76.05199999999996,429.52666666666664,10.317266666666667,430.4866666666667
01/05 15:59:52,19.151,-3.0899333333333336,51.190666666666665,424.03000000000003,6.9704999999999995,425.0166666666668
01/05 16:29:52,19.04266666666667,-0.3897999999999999,35.77166666666667,421.4566666666667,4.667833333333334,422.4833333333333
01/05 16:59:51,18.833666666666666,5.473333333333332,5.733033333333334,414.93999999999994,0.38816666666666666,416.4933333333333
01/05 17:29:51,18.640999999999995,7.857466666666667,0.0,409.2466666666667,0.0,410.9133333333333
01/05 17:59:51,18.491666666666667,8.0805,0.0,406.75333333333333,0.04389999999999999,408.09999999999997
01/05 18:29:51,18.340666666666664,10.360666666666667,0.0,405.63666666666666,0.0008333333333333335,406.97999999999996
01/05 18:59:51,18.13566666666667,13.805000000000001,0.0,401.0199999999999,0.0,402.92
01/05 19:29:51,17.971999999999994,13.950999999999997,0.0,398.13,0.2647333333333333,399.8966666666666
01/05 19:59:51,17.88533333333333,11.817666666666668,0.044433333333333325,401.2833333333334,0.9727333333333331,403.00333333333333
01/05 20:29:50,17.817999999999998,11.30233333333333,0.0,403.28000000000003,0.19090000000000001,404.3766666666668
01/05 20:59:50,17.695666666666668,13.510333333333332,0.0,398.1633333333333,0.0,399.84
01/05 21:29:50,17.576666666666664,14.499333333333334,0.0,394.4099999999999,0.004433333333333333,396.2833333333335
01/05 21:59:50,17.50966666666666,12.40066666666667,0.027933333333333334,395.0766666666667,0.8215,396.5366666666667
01/05 22:29:50,17.48866666666667,10.704666666666665,0.0,396.8533333333333,0.3543666666666666,398.17
01/05 22:59:50,17.401666666666664,13.017666666666667,0.0,393.61,0.0,395.18
01/05 23:29:49,17.297,14.671333333333333,0.0,389.93666666666655,0.009066666666666667,391.4733333333333
01/05 23:59:49,17.240333333333343,12.385000000000003,0.0001,390.1933333333334,0.7479333333333336,391.55333333333334
01/06 00:29:49,17.25466666666666,9.072666666666665,0.0010333333333333334,391.34000000000003,0.4002666666666667,392.5199999999999
01/06 00:59:49,17.265333333333327,8.836,0.0205,393.1666666666669,0.7186333333333336,394.2999999999999
01/06 01:29:49,17.229333333333336,10.700666666666669,0.0,393.3966666666667,0.12079999999999999,394.6333333333334
01/06 01:59:49,17.17733333333334,12.290999999999999,0.0,392.37999999999994,0.031966666666666664,393.7700000000001
01/06 02:29:49,17.112000000000002,12.832000000000003,0.0,390.8866666666667,0.004600000000000001,392.29999999999984
01/06 02:59:48,17.08999999999999,9.875,0.0024666666666666665,390.7466666666667,0.059533333333333334,391.85999999999984
